dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191013,124500,833.91,3.97,0.13,0,0,32.73,0.09,0,0,0.42,37.57,138,10.37,854.53,29.24,222.69,6562.13,13.04,506.01,6598.37
20191013,130000,153.96,4.51,0.15,0,0,37.21,0.1,0,0,0.43,36.35,219,6.83,157.07,6.81,215.71,1469.33,2.93,511.87,1499.78
20191013,131500,220.2,4.96,0.17,0,0,40.96,0.11,0,0,0.43,33.48,219,13.48,216.87,9.69,217.05,2099.47,3.95,540.07,2133.28
20191013,133000,434.9,6.81,0.23,0,0,56.16,0.15,0,0,0.43,34.7,231,15.25,433,18.15,219.85,4024.13,7.51,539.05,4048.27
20191013,134500,119.98,7.12,0.24,0,0,58.71,0.16,0,0,0.46,33.47,165,7.71,104.53,4.84,215.71,1046.13,2.02,528.07,1066.7
20191013,140000,23.73,6.23,0.21,0,0,51.36,0.14,0,0,0.48,21.12,24,28.82,24.07,1.17,215.99,249.27,0.53,518.79,274.96
20191013,141500,39.99,7.71,0.26,0,0,63.59,0.17,0,0,0.49,20.22,72,29.97,34.33,1.7,216.19,364.33,0.74,525.34,388.75
20191013,143000,110.86,7.34,0.24,0,0,60.55,0.17,0,0,0.47,20.52,87,27.31,82,5.09,217.62,1099.4,2.02,564.99,1141.28
20191013,144500,62.07,7.45,0.25,0,0,61.49,0.17,0,0,0.46,21.64,87,14.45,59.87,2.95,217.77,640.93,1.21,549.54,664.94
20191013,150000,26.77,6.33,0.21,0,0,52.26,0.14,0,0,0.45,22.72,105,6.92,29.8,1.14,216.89,244.6,0.52,517.78,269.25
20191013,151500,12.23,7.2,0.24,0,0,59.42,0.16,0,0,0.46,22.89,135,0,18,0.61,216.57,130.07,0.31,502.38,155.74
20191013,153000,9.98,7.33,0.24,0,0,60.46,0.17,0,0,0.45,22.43,135,0,16.13,0.53,217.44,112.8,0.28,501.03,140.29
20191013,154500,9.41,7.48,0.25,0,0,61.68,0.17,0,0,0.46,22.36,39,0.44,18.47,0.63,216.93,135.07,0.32,507.31,162.34
20191013,160000,8.84,7.61,0.25,0,0,62.78,0.17,0,0,0.44,22.31,117,1.06,17.13,0.58,216.41,122.13,0.29,503.22,145.93
20191013,161500,7.13,6.99,0.23,0,0,57.68,0.16,0,0,0.46,22.52,69,2.04,14.07,0.44,217.4,92.67,0.24,500.76,120.18
20191013,163000,6.11,6.72,0.22,0,0,55.45,0.15,0,0,0.45,22.56,54,2.22,12.93,0.4,215.92,80.93,0.22,499.35,109.86
20191013,164500,5.37,7.14,0.24,0,0,58.92,0.16,0,0,0.44,21.97,126,0,11.2,0.31,216.69,64.27,0.19,490.98,93.29
20191013,170000,2.64,6.51,0.22,0,0,53.74,0.15,0,0,0.46,21.86,138,0,7.47,0.16,216.78,28.47,0.12,467.88,56.15
20191013,171500,1.39,6.5,0.22,0,0,53.64,0.15,0,0,0.46,21.66,204,0,2.53,0.08,217.27,0.93,0.05,445.09,22.25
20191013,173000,0.7,6.98,0.23,0,0,57.6,0.16,0,0,0.45,21.54,180,0,0,0.1,216.3,0,0,460.45,0
20191013,174500,0.21,7.04,0.23,0,0,58.12,0.16,0,0,0.46,21.85,177,0,0,0.1,216.3,0,0,249.87,0
20191013,180000,0,9.37,0.31,0,0,77.34,0.21,0,0,0.45,21.53,90,3.46,0,0.1,216.3,0,0,48.46,0
20191013,181500,0.38,6.61,0.22,0,0,54.55,0.15,0,0,0.45,21.49,129,3.19,0,0.1,216.3,0,0,43.52,0
20191013,184500,0.78,6.12,0.2,0,0,50.45,0.14,0,0,0.45,21.93,72,1.06,0,0.1,216.3,0,0,45.13,0
20191013,190000,0.21,5.65,0.19,0,0,46.61,0.13,0,0,0.45,22.65,45,10.99,0,0.1,216.3,0,0,44.22,0
20191013,191500,0.17,5.48,0.18,0,0,45.21,0.12,0,0,0.43,22.95,42,9.84,0,0.1,216.3,0,0,43.59,0
20191013,193000,1.16,5.41,0.18,0,0,44.59,0.12,0,0,0.44,23.26,42,10.02,0,0.1,216.3,0,0,42.82,0
20191013,194500,0.25,5.52,0.18,0,0,45.58,0.12,0,0,0.44,23.32,39,12.06,0,0.1,216.3,0,0,42.8,0
20191013,200000,0.34,5.48,0.18,0,0,45.22,0.12,0,0,0.45,23.22,45,13.3,0,0.1,216.3,0,0,43.11,0
20191013,201500,0.04,5.36,0.18,0,0,44.22,0.12,0,0,0.44,23.24,45,12.95,0,0.1,216.3,0,0,43.37,0
20191013,203000,0.04,5.33,0.18,0,0,43.99,0.12,0,0,0.45,23.32,45,13.39,0,0.1,216.3,0,0,43.01,0
20191013,204500,0.17,5.06,0.17,0,0,41.75,0.12,0,0,0.43,23.55,42,12.59,0,0.1,216.3,0,0,43.91,0
20191013,210000,0,5.05,0.17,0,0,41.68,0.11,0,0,0.43,23.79,66,19.68,0,0.1,216.3,0,0,43.85,0
20191013,211500,0.17,5.05,0.17,0,0,41.64,0.11,0,0,0.45,23.38,78,21.19,0,0.1,216.3,0,0,44.37,0
20191013,213000,0,5.1,0.17,0,0,42.06,0.12,0,0,0.44,23.1,69,15.16,0,0.1,216.3,0,0,44.4,0
20191013,214500,0.17,4.93,0.16,0,0,40.64,0.11,0,0,0.45,22.67,69,14.19,0,0.1,216.3,0,0,44.18,0
20191013,220000,0,4.38,0.15,0,0,36.11,0.1,0,0,0.45,22.62,69,17.73,0,0.1,216.3,0,0,43.57,0
20191013,221500,0.04,3.89,0.13,0,0,32.1,0.09,0,0,0.45,22.93,63,16.4,0,0.1,216.3,0,0,44.08,0
20191013,223000,0.17,3.33,0.11,0,0,27.45,0.08,0,0,0.45,23.32,90,10.29,0,0.1,216.3,0,0,44.05,0
20191013,224500,0.3,3.3,0.11,0,0,27.2,0.08,0,0,0.44,23.12,69,4.88,0,0.1,216.3,0,0,45.12,0
20191013,230000,0.3,3.11,0.1,0,0,25.68,0.07,0,0,0.45,22.91,117,1.42,0,0.1,216.3,0,0,46.98,0
20191013,231500,0.74,2.94,0.1,0,0,24.24,0.07,0,0,0.43,22.67,72,10.29,0,0.1,216.3,0,0,45.28,0
20191013,233000,0.04,4,0.13,0,0,33.01,0.09,0,0,0.46,22.17,66,10.55,0,0.1,216.3,0,0,45.61,0
20191013,234500,0,4.18,0.14,0,0,34.5,0.09,0,0,0.45,22.07,42,10.02,0,0.1,216.3,0,0,46.46,0
